0,0,0,200,1.293863,142.509410,0.000000,0.000000
0,0,0,400,2.872826,1060.160914,0.000000,0.000000
1,0,0,200,0.514503,1.619274,0.571800,0.576353
1,0,0,400,2.552453,24.346810,0.053400,0.055284
0,0,1,200,0.790207,66.302487,0.001000,0.000084
0,0,1,400,2.815628,458.373260,0.000000,0.000000
1,0,1,200,0.688593,3.650662,0.511200,0.530541
1,0,1,400,2.181204,54.756948,0.058800,0.060986
0,0,2,200,0.853875,145.920158,0.000000,0.000000
0,0,2,400,1.964801,831.441689,0.000000,0.000000
1,0,2,200,0.669015,0.909543,0.481000,0.495441
1,0,2,400,2.913961,12.865973,0.774600,0.761833
0,0,3,200,0.763264,69.696719,0.000400,0.000018
0,0,3,400,1.839756,462.412088,0.000000,0.000000
1,0,3,200,0.671244,4.895578,0.426000,0.451262
1,0,3,400,1.873396,54.301714,0.138200,0.163694
0,0,4,200,0.684605,100.317613,0.000000,0.000000
0,0,4,400,2.248881,585.391854,0.000000,0.000000
1,0,4,200,0.754382,1.373807,0.831000,0.791008
1,0,4,400,1.698622,61.550625,0.431600,0.463603
0,0,5,200,1.085446,76.213029,0.000000,0.000000
0,0,5,400,2.707561,555.682858,0.000000,0.000000
1,0,5,200,0.558043,3.883848,0.621800,0.637914
1,0,5,400,3.287777,33.133332,0.745600,0.740391
0,0,6,200,0.863779,102.492981,0.000000,0.000001
0,0,6,400,1.837410,553.271415,0.000000,0.000000
1,0,6,200,0.839975,12.914082,0.273200,0.291662
1,0,6,400,1.655139,3.745947,0.647600,0.663106
0,0,7,200,0.728354,111.222159,0.000000,0.000000
0,0,7,400,2.209131,766.316979,0.000000,0.000000
1,0,7,200,0.652734,3.171678,0.241000,0.259613
1,0,7,400,1.728422,10.373877,0.674000,0.671574
0,0,8,200,1.270175,118.008553,0.000000,0.000000
0,0,8,400,2.415648,762.803606,0.000000,0.000000
1,0,8,200,0.901023,5.907438,0.072600,0.072904
1,0,8,400,3.052619,13.790030,0.614800,0.625492
0,0,9,200,0.660062,177.900497,0.000000,0.000000
0,0,9,400,1.645353,898.020643,0.000000,0.000000
1,0,9,200,0.760338,0.512587,0.137800,0.144996
