100,0.0,0.315,0.282
100,0.0,0.463,0.51
100,0.0,0.615,0.635
100,0.0,0.365,0.354
100,0.0,0.716,0.766
100,0.0,0.905,0.917
100,0.0,0.01,0.003
100,0.0,0.207,0.348
100,0.0,0.09,0.164
100,0.0,0.586,0.548
100,0.0,0.086,0.255
100,0.0,0.487,0.443
100,0.0,0.014,0.008
100,0.0,0.489,0.489
100,0.0,0.594,0.591
100,0.0,0.715,0.72
100,0.0,0.656,0.668
100,0.0,0.332,0.335
100,0.0,0.282,0.248
100,0.0,0.215,0.187
100,0.0,0.349,0.324
100,0.0,0.897,0.958
100,0.0,0.127,0.195
100,0.0,0.544,0.528
100,0.0,0.82,0.867
100,0.0,0.663,0.707
100,0.0,0.263,0.246
100,0.0,0.842,0.881
100,0.0,0.367,0.351
100,0.0,0.657,0.513
100,0.0,0.125,0.089
100,0.0,0.748,0.944
100,0.0,0.703,0.709
100,0.0,0.86,0.858
100,0.0,0.494,0.446
100,0.0,0.961,0.968
100,0.0,0.48,0.473
100,0.0,0.976,0.999
100,0.0,0.705,0.705
100,0.0,0.408,0.388
100,0.0,0.677,0.3
100,0.0,0.168,0.125
100,0.0,0.417,0.65
100,0.0,0.455,0.425
100,0.0,0.692,0.726
100,0.0,0.613,0.653
100,0.0,0.532,0.341
100,0.0,0.446,0.431
100,0.0,0.223,0.438
100,0.0,0.807,0.91
100,0.0,0.348,0.337
100,0.0,0.567,0.683
100,0.0,0.071,0.041
100,0.0,0.852,0.891
100,0.0,0.391,0.364
100,0.0,0.832,0.867
100,0.0,0.36,0.328
100,0.0,0.759,0.773
100,0.0,0.089,0.054
100,0.0,0.909,0.665
100,0.0,0.297,0.258
100,0.0,0.496,0.514
100,0.0,0.489,0.743
100,0.0,0.949,0.92
100,0.0,0.795,0.814
100,0.0,0.49,0.497
100,0.0,0.292,0.182
100,0.0,0.743,0.475
100,0.0,0.602,0.623
100,0.0,0.331,0.298
100,0.0,0.375,0.367
100,0.0,0.828,0.872
100,0.0,0.05,0.08
100,0.0,0.276,0.346
100,0.0,0.466,0.432
100,0.0,0.752,0.79
100,0.0,0.666,0.684
100,0.0,0.633,0.67
100,0.0,0.8,0.835
100,0.0,0.561,0.742
100,0.0,0.464,0.427
100,0.0,0.051,0.039
100,0.0,0.287,0.281
100,0.0,0.123,0.349
100,0.0,0.279,0.247
100,0.0,0.291,0.532
100,0.0,0.207,0.163
100,0.0,0.527,0.545
100,0.0,0.715,0.667
100,0.0,0.915,0.955
100,0.0,0.729,0.751
100,0.0,0.659,0.677
100,0.0,0.54,0.541
100,0.0,0.68,0.677
100,0.0,0.826,0.869
100,0.0,0.22,0.172
100,0.0,0.34,0.32
100,0.0,0.785,0.826
100,0.0,0.116,0.025
100,0.0,0.881,0.722
100,0.0,0.006,0.003
100,0.0,0.934,0.964
100,0.0,0.108,0.134
100,0.0,0.241,0.055
100,0.0,0.662,0.741
100,0.0,0.922,0.954
100,0.0,0.446,0.402
100,0.0,0.068,0.193
100,0.0,0.743,0.797
100,0.0,0.348,0.25
100,0.0,0.474,0.478
100,0.0,0.4,0.015
100,0.0,0.367,0.359
100,0.0,0.019,0.011
100,0.0,0.711,0.728
100,0.0,0.273,0.25
100,0.0,0.254,0.243
100,0.0,0.403,0.407
100,0.0,0.87,0.931
100,0.0,0.501,0.517
100,0.0,0.73,0.724
100,0.0,0.445,0.41
100,0.0,0.792,0.824
100,0.0,0.246,0.484
100,0.0,0.853,0.787
100,0.0,0.537,0.519
100,0.0,0.35,0.339
100,0.0,0.301,0.275
100,0.0,0.159,0.118
100,0.0,0.226,0.197
100,0.0,0.288,0.257
100,0.0,0.437,0.395
100,0.0,0.971,0.985
100,0.0,0.448,0.43
100,0.0,0.081,0.056
100,0.0,0.757,0.786
100,0.0,0.243,0.222
100,0.0,0.083,0.06
100,0.0,0.332,0.339
100,0.0,0.584,0.604
100,0.0,0.186,0.157
100,0.0,0.129,0.067
100,0.0,0.715,0.746
100,0.0,0.506,0.547
100,0.0,0.759,0.779
100,0.0,0.11,0.079
100,0.0,0.455,0.433
100,0.0,0.933,0.935
100,0.0,0.53,0.519
100,0.0,0.298,0.245
100,0.0,0.756,0.509
100,0.0,0.571,0.566
100,0.0,0.416,0.369
100,0.0,0.883,0.923
100,0.0,0.844,0.879
100,0.0,0.175,0.14
100,0.0,0.918,0.975
100,0.0,0.876,0.914
100,0.0,0.513,0.504
100,0.0,0.377,0.362
100,0.0,0.073,0.029
100,0.0,0.582,0.567
100,0.0,0.426,0.407
100,0.0,0.695,0.947
100,0.0,0.058,0.04
100,0.0,0.157,0.13
100,0.0,0.379,0.353
100,0.0,0.887,0.415
100,0.0,0.355,0.223
100,0.0,0.736,0.808
100,0.0,0.082,0.448
100,0.0,0.764,0.791
100,0.0,0.547,0.537
100,0.0,0.262,0.249
100,0.0,0.138,0.122
100,0.0,0.903,0.836
100,0.0,0.107,0.019
100,0.0,0.169,0.177
100,0.0,0.343,0.304
100,0.0,0.548,0.571
100,0.0,0.781,0.841
100,0.0,0.022,0.01
100,0.0,0.726,0.753
100,0.0,0.1,0.177
100,0.0,0.613,0.608
100,0.0,0.677,0.717
100,0.0,0.84,0.892
100,0.0,0.228,0.196
100,0.0,0.515,0.512
100,0.0,0.1,0.054
100,0.0,0.484,0.485
100,0.0,0.556,0.551
100,0.0,0.459,0.42
100,0.0,0.313,0.298
100,0.0,0.853,0.859
100,0.0,0.768,0.802
100,0.0,0.133,0.128
100,0.0,0.898,0.938
100,0.0,0.463,0.452
100,0.0,0.595,0.578
100,0.0,0.455,0.43
100,0.0,0.423,0.597
100,0.0,0.194,0.393
100,0.0,0.431,0.4
100,0.0,0.348,0.329
100,0.0,0.852,0.883
100,0.0,0.165,0.134
100,0.0,0.618,0.629
100,0.0,0.715,0.75
100,0.0,0.586,0.613
100,0.0,0.644,0.65
100,0.0,0.882,0.903
100,0.0,0.014,0.007
100,0.0,0.89,0.959
100,0.0,0.209,0.171
100,0.0,0.823,0.348
100,0.0,0.668,0.688
100,0.0,0.318,0.288
100,0.0,0.418,0.412
100,0.0,0.015,0.008
100,0.0,0.371,0.328
100,0.0,0.104,0.088
100,0.0,0.238,0.214
100,0.0,0.611,0.62
100,0.0,0.238,0.218
100,0.0,0.211,0.325
100,0.0,0.873,0.912
100,0.0,0.506,0.29
100,0.0,0.418,0.629
100,0.0,0.027,0.013
100,0.0,0.713,0.726
100,0.0,0.81,0.829
100,0.0,0.148,0.104
100,0.0,0.493,0.902
100,0.0,0.345,0.336
100,0.0,0.208,0.185
100,0.0,0.09,0.063
100,0.0,0.454,0.746
100,0.0,0.366,0.374
100,0.0,0.962,0.916
100,0.0,0.0,0.0
100,0.0,0.85,0.883
100,0.0,0.847,0.876
100,0.0,0.414,0.4
100,0.0,0.347,0.296
100,0.0,0.089,0.081
100,0.0,0.54,0.518
100,0.0,0.846,0.468
100,0.0,0.419,0.397
100,0.0,0.443,0.54
100,0.0,0.033,0.015
100,0.0,0.571,0.426
100,0.0,0.859,0.347
100,0.0,0.18,0.14
100,0.0,0.126,0.085
100,0.0,0.268,0.4
100,0.0,0.649,0.788
100,0.0,0.866,0.892
100,0.0,0.585,0.574
100,0.0,0.821,0.853
100,0.0,0.145,0.124
100,0.0,0.696,0.736
100,0.0,0.65,0.647
