0,0.000000,2,0,200,16.209351,0.001259,0.702000
0,0.000000,2,0,400,35.689291,0.000504,0.664000
1,0.000000,2,0,200,17.605575,0.001916,0.042000
1,0.000000,2,0,400,34.505610,0.000651,0.033000
0,0.000000,2,1,200,14.524755,0.001317,0.575000
0,0.000000,2,1,400,34.113295,0.000573,0.218000
1,0.000000,2,1,200,16.182783,0.001187,0.829000
1,0.000000,2,1,400,36.281294,0.000619,0.136000
0,0.000000,2,2,200,14.455407,0.001275,0.803000
0,0.000000,2,2,400,33.584732,0.000585,0.444000
1,0.000000,2,2,200,15.889609,0.001315,0.653000
1,0.000000,2,2,400,36.625149,0.000686,0.045000
0,0.000000,2,3,200,14.485437,0.001221,0.819000
0,0.000000,2,3,400,33.511715,0.000396,0.954000
1,0.000000,2,3,200,15.670769,0.001440,0.488000
1,0.000000,2,3,400,36.134102,0.000639,0.081000
0,0.000000,2,4,200,15.191419,0.001871,0.054000
0,0.000000,2,4,400,34.838883,0.000470,0.666000
1,0.000000,2,4,200,15.839637,0.001046,0.905000
1,0.000000,2,4,400,37.985681,0.000535,0.550000
0,0.000000,2,5,200,14.970261,0.001278,0.649000
0,0.000000,2,5,400,34.051877,0.000364,0.999000
1,0.000000,2,5,200,15.742990,0.001488,0.345000
1,0.000000,2,5,400,34.805561,0.000560,0.274000
0,0.000000,2,6,200,14.123824,0.001795,0.086000
0,0.000000,2,6,400,32.895465,0.000528,0.354000
1,0.000000,2,6,200,15.577825,0.001195,0.808000
1,0.000000,2,6,400,35.536677,0.000396,0.954000
0,0.000000,2,7,200,15.097887,0.001189,0.907000
0,0.000000,2,7,400,33.401494,0.000399,0.919000
1,0.000000,2,7,200,15.036509,0.001110,0.884000
1,0.000000,2,7,400,35.697346,0.000562,0.153000
0,0.000000,2,8,200,14.475531,0.000969,0.965000
0,0.000000,2,8,400,34.302307,0.000648,0.009000
1,0.000000,2,8,200,15.443956,0.001351,0.431000
1,0.000000,2,8,400,35.867494,0.000718,0.021000
0,0.000000,2,9,200,15.068549,0.001086,0.939000
0,0.000000,2,9,400,32.924451,0.000482,0.497000
1,0.000000,2,9,200,16.073138,0.001912,0.047000
1,0.000000,2,9,400,34.734574,0.000502,0.167000
0,0.000000,2,10,200,14.575698,0.001696,0.155000
0,0.000000,2,10,400,33.424896,0.000620,0.114000
1,0.000000,2,10,200,15.728767,0.001289,0.615000
1,0.000000,2,10,400,34.967829,0.000653,0.096000
0,0.000000,2,11,200,13.596030,0.001805,0.046000
0,0.000000,2,11,400,32.956954,0.000531,0.323000
1,0.000000,2,11,200,15.310319,0.001217,0.774000
1,0.000000,2,11,400,35.480707,0.000498,0.516000
0,0.000000,2,12,200,14.312232,0.001270,0.668000
0,0.000000,2,12,400,32.054050,0.000635,0.095000
1,0.000000,2,12,200,15.552766,0.001072,0.941000
1,0.000000,2,12,400,34.471703,0.000485,0.462000
0,0.000000,2,13,200,14.807217,0.001366,0.672000
0,0.000000,2,13,400,32.915311,0.000545,0.350000
1,0.000000,2,13,200,15.241205,0.001291,0.655000
1,0.000000,2,13,400,34.993508,0.000425,0.726000
0,0.000000,2,14,200,13.765354,0.001514,0.295000
0,0.000000,2,14,400,33.224927,0.000659,0.087000
1,0.000000,2,14,200,15.939030,0.001767,0.091000
1,0.000000,2,14,400,35.042586,0.000419,0.957000
0,0.000000,2,15,200,14.783812,0.001784,0.142000
0,0.000000,2,15,400,32.941018,0.000492,0.482000
1,0.000000,2,15,200,15.486839,0.001839,0.083000
1,0.000000,2,15,400,34.046791,0.000610,0.215000
0,0.000000,2,16,200,14.550281,0.001215,0.839000
0,0.000000,2,16,400,33.516972,0.000586,0.247000
1,0.000000,2,16,200,16.002131,0.001846,0.034000
1,0.000000,2,16,400,36.045989,0.000405,0.818000
0,0.000000,2,17,200,14.465253,0.001429,0.332000
0,0.000000,2,17,400,32.558252,0.000677,0.061000
1,0.000000,2,17,200,15.394218,0.001202,0.742000
1,0.000000,2,17,400,33.485245,0.000478,0.508000
0,0.000000,2,18,200,14.236900,0.001323,0.630000
0,0.000000,2,18,400,31.944548,0.000448,0.909000
1,0.000000,2,18,200,15.577025,0.001414,0.437000
1,0.000000,2,18,400,34.691628,0.000471,0.202000
0,0.000000,2,19,200,13.808105,0.002223,0.010000
0,0.000000,2,19,400,32.955407,0.000582,0.219000
1,0.000000,2,19,200,15.292374,0.001209,0.782000
1,0.000000,2,19,400,35.629907,0.000613,0.295000
0,0.000000,2,20,200,14.512947,0.001536,0.377000
0,0.000000,2,20,400,32.972255,0.000552,0.422000
1,0.000000,2,20,200,15.533729,0.001782,0.169000
1,0.000000,2,20,400,34.599151,0.000573,0.075000
0,0.000000,2,21,200,14.573519,0.001450,0.359000
0,0.000000,2,21,400,33.541002,0.000634,0.222000
1,0.000000,2,21,200,15.344372,0.001604,0.133000
1,0.000000,2,21,400,35.111232,0.000496,0.475000
0,0.000000,2,22,200,15.444358,0.001470,0.438000
0,0.000000,2,22,400,32.336341,0.000500,0.393000
1,0.000000,2,22,200,15.675498,0.001401,0.337000
1,0.000000,2,22,400,35.026197,0.000667,0.026000
0,0.000000,2,23,200,13.220343,0.001311,0.513000
0,0.000000,2,23,400,33.115099,0.000701,0.032000
1,0.000000,2,23,200,15.209858,0.001644,0.108000
1,0.000000,2,23,400,33.198704,0.000506,0.357000
0,0.000000,2,24,200,14.494917,0.001300,0.678000
0,0.000000,2,24,400,33.769463,0.000492,0.544000
1,0.000000,2,24,200,15.047310,0.001214,0.510000
1,0.000000,2,24,400,33.898914,0.000575,0.199000
0,0.000000,2,25,200,13.618951,0.001265,0.511000
0,0.000000,2,25,400,33.174821,0.000656,0.048000
1,0.000000,2,25,200,14.771170,0.001459,0.377000
1,0.000000,2,25,400,35.518174,0.000451,0.338000
0,0.000000,2,26,200,14.114002,0.001361,0.398000
0,0.000000,2,26,400,33.018550,0.000372,0.927000
1,0.000000,2,26,200,16.777674,0.001444,0.350000
1,0.000000,2,26,400,33.354181,0.000725,0.051000
0,0.000000,2,27,200,14.654068,0.001577,0.227000
0,0.000000,2,27,400,33.432578,0.000620,0.099000
1,0.000000,2,27,200,15.859902,0.001225,0.802000
1,0.000000,2,27,400,35.347713,0.001005,0.000000
0,0.000000,2,28,200,14.499497,0.001775,0.181000
