0,0.000000,2,0,200,1.441683,24.686830,0.698200,0.706266
0,0.000000,2,0,400,4.285345,65.476195,0.205200,0.230181
1,0.000000,2,0,200,1.461807,22.682938,0.268600,0.282477
1,0.000000,2,0,400,2.881385,40.442421,0.372800,0.407847
0,0.000000,2,1,200,1.335164,26.382383,0.565200,0.596147
0,0.000000,2,1,400,3.037690,42.858757,0.904600,0.886781
1,0.000000,2,1,200,1.133909,18.406079,0.604600,0.633100
1,0.000000,2,1,400,2.580837,27.791095,0.938400,0.913803
0,0.000000,2,2,200,1.072420,24.203274,0.690800,0.689877
0,0.000000,2,2,400,4.662308,51.636557,0.737000,0.731461
1,0.000000,2,2,200,1.310649,20.372679,0.456200,0.477066
1,0.000000,2,2,400,4.278263,43.368126,0.368400,0.400102
0,0.000000,2,3,200,1.094308,25.730959,0.469400,0.485860
0,0.000000,2,3,400,4.233485,53.554870,0.551800,0.568308
1,0.000000,2,3,200,1.096134,18.233525,0.675800,0.678954
1,0.000000,2,3,400,3.679195,35.889976,0.576600,0.591880
0,0.000000,2,4,200,1.259459,22.875456,0.803000,0.793485
0,0.000000,2,4,400,5.226070,37.838228,0.963000,0.942765
1,0.000000,2,4,200,0.971304,18.033709,0.533600,0.548675
1,0.000000,2,4,400,3.341161,42.645384,0.436600,0.454133
0,0.000000,2,5,200,1.040385,28.183461,0.386200,0.411690
0,0.000000,2,5,400,3.726431,60.589578,0.310600,0.340522
1,0.000000,2,5,200,1.022081,26.395797,0.050400,0.053072
1,0.000000,2,5,400,4.183868,42.504951,0.172000,0.187401
0,0.000000,2,6,200,1.046165,37.994533,0.055800,0.053827
0,0.000000,2,6,400,3.690341,55.275707,0.529000,0.545770
1,0.000000,2,6,200,1.019814,14.389536,0.874600,0.857529
1,0.000000,2,6,400,4.144006,47.367217,0.163200,0.170698
0,0.000000,2,7,200,1.161683,33.057015,0.254600,0.276145
0,0.000000,2,7,400,3.999902,72.780221,0.112400,0.106174
1,0.000000,2,7,200,1.320629,27.518868,0.028600,0.020270
1,0.000000,2,7,400,3.493286,35.357810,0.607200,0.621900
0,0.000000,2,8,200,1.014788,30.650634,0.337800,0.348742
0,0.000000,2,8,400,4.351306,54.544120,0.479800,0.492794
1,0.000000,2,8,200,1.149532,18.176247,0.509800,0.525939
1,0.000000,2,8,400,2.681138,47.677051,0.183200,0.192562
0,0.000000,2,9,200,1.846792,29.622899,0.485200,0.506531
0,0.000000,2,9,400,3.040956,40.016108,0.944000,0.920321
1,0.000000,2,9,200,1.176885,21.572083,0.354200,0.374442
1,0.000000,2,9,400,2.920469,49.244015,0.104000,0.114737
0,0.000000,2,10,200,1.069391,30.800260,0.266200,0.284214
0,0.000000,2,10,400,3.469097,75.244529,0.123400,0.114550
1,0.000000,2,10,200,1.192640,20.303325,0.261600,0.278605
1,0.000000,2,10,400,2.235270,37.337944,0.583200,0.596544
0,0.000000,2,11,200,1.741919,23.464446,0.663800,0.675431
0,0.000000,2,11,400,3.790835,55.582731,0.490200,0.512382
1,0.000000,2,11,200,0.941442,20.007484,0.318800,0.351839
1,0.000000,2,11,400,2.709585,40.962526,0.401400,0.430321
0,0.000000,2,12,200,1.257240,33.322480,0.277800,0.289218
0,0.000000,2,12,400,3.797569,46.531309,0.739600,0.738437
1,0.000000,2,12,200,0.978274,19.179054,0.614800,0.627191
1,0.000000,2,12,400,2.621614,30.812253,0.904200,0.880377
0,0.000000,2,13,200,1.611342,25.614997,0.716400,0.720642
0,0.000000,2,13,400,3.251114,56.206673,0.524200,0.538598
1,0.000000,2,13,200,1.160902,14.358457,0.840800,0.837156
1,0.000000,2,13,400,1.992928,37.029144,0.517200,0.529820
0,0.000000,2,14,200,0.954988,32.871664,0.144000,0.151755
0,0.000000,2,14,400,3.367745,48.269172,0.702600,0.709560
1,0.000000,2,14,200,1.383750,18.518958,0.577600,0.597178
1,0.000000,2,14,400,2.823885,36.392361,0.632600,0.648554
0,0.000000,2,15,200,1.229811,22.460702,0.883200,0.877069
0,0.000000,2,15,400,3.332382,60.478983,0.347600,0.375037
1,0.000000,2,15,200,1.085282,18.041765,0.504800,0.518226
1,0.000000,2,15,400,3.076810,35.676922,0.674200,0.679622
0,0.000000,2,16,200,0.989125,24.638125,0.698000,0.696062
0,0.000000,2,16,400,3.107021,61.443728,0.436200,0.469518
1,0.000000,2,16,200,1.313560,14.474575,0.898200,0.872437
1,0.000000,2,16,400,2.487487,34.483431,0.670600,0.677119
0,0.000000,2,17,200,1.100849,21.966854,0.720600,0.729456
0,0.000000,2,17,400,2.523486,48.810306,0.736000,0.749374
1,0.000000,2,17,200,0.880449,16.710709,0.670800,0.687306
1,0.000000,2,17,400,2.615653,39.826650,0.364400,0.389873
0,0.000000,2,18,200,0.978873,33.967430,0.181400,0.187862
0,0.000000,2,18,400,2.613400,51.935696,0.706400,0.712539
1,0.000000,2,18,200,1.100471,20.494671,0.455200,0.483256
1,0.000000,2,18,400,2.752146,42.229442,0.326200,0.353360
0,0.000000,2,19,200,1.095013,25.258314,0.586000,0.605895
0,0.000000,2,19,400,2.919582,65.770385,0.207000,0.232893
1,0.000000,2,19,200,1.125114,19.787321,0.600600,0.623424
1,0.000000,2,19,400,2.122089,40.163371,0.389000,0.424775
0,0.000000,2,20,200,1.115524,33.855263,0.192400,0.191379
0,0.000000,2,20,400,3.695202,53.365149,0.515600,0.543461
1,0.000000,2,20,200,1.725999,12.366889,0.953400,0.936180
1,0.000000,2,20,400,2.433932,33.781448,0.794200,0.787591
0,0.000000,2,21,200,1.224042,27.818227,0.418400,0.439627
0,0.000000,2,21,400,3.083989,55.070175,0.511800,0.528890
1,0.000000,2,21,200,1.210474,13.118794,0.967200,0.942283
1,0.000000,2,21,400,3.000810,44.192665,0.327200,0.350695
0,0.000000,2,22,200,0.997339,21.074372,0.905400,0.883654
0,0.000000,2,22,400,2.998281,49.859689,0.651400,0.663345
1,0.000000,2,22,200,1.057917,35.020216,0.004800,0.001949
1,0.000000,2,22,400,2.386864,44.698797,0.262400,0.282693
0,0.000000,2,23,200,1.981253,18.761022,0.921000,0.906206
0,0.000000,2,23,400,6.172238,58.399826,0.398400,0.416139
1,0.000000,2,23,200,0.916487,14.575073,0.843200,0.829366
1,0.000000,2,23,400,3.596712,40.089831,0.481200,0.502160
0,0.000000,2,24,200,0.944159,30.837563,0.323600,0.343624
0,0.000000,2,24,400,4.490502,43.902919,0.886000,0.867138
1,0.000000,2,24,200,0.936560,14.906447,0.753000,0.754914
1,0.000000,2,24,400,4.834173,33.981557,0.726000,0.715344
0,0.000000,2,25,200,1.047115,33.802659,0.132800,0.136249
0,0.000000,2,25,400,4.051059,45.802667,0.833400,0.824063
1,0.000000,2,25,200,1.459819,19.060381,0.311000,0.336811
1,0.000000,2,25,400,3.114015,28.686968,0.941000,0.923027
0,0.000000,2,26,200,1.155313,26.370010,0.566200,0.584849
0,0.000000,2,26,400,3.906077,53.687140,0.445200,0.473661
1,0.000000,2,26,200,1.184228,14.041313,0.844800,0.829330
1,0.000000,2,26,400,4.375097,31.815846,0.708200,0.713015
0,0.000000,2,27,200,1.252813,26.015651,0.562200,0.573357
0,0.000000,2,27,400,3.774551,54.687618,0.637800,0.656900
1,0.000000,2,27,200,1.094909,19.204839,0.538200,0.551048
1,0.000000,2,27,400,3.303787,36.537049,0.627000,0.649244
0,0.000000,2,28,200,1.092390,24.372122,0.625800,0.643876
0,0.000000,2,28,400,4.607458,55.694048,0.537000,0.567261
1,0.000000,2,28,200,1.094844,20.312875,0.413000,0.447304
1,0.000000,2,28,400,3.827878,40.761805,0.386600,0.411086
0,0.000000,2,29,200,1.173737,24.874653,0.761800,0.761436
0,0.000000,2,29,400,5.858255,40.119373,0.940600,0.920319
1,0.000000,2,29,200,0.982723,13.726795,0.795200,0.791976
1,0.000000,2,29,400,4.289205,43.825506,0.239600,0.269537
0,0.000000,2,30,200,1.076853,23.846312,0.749400,0.752373
0,0.000000,2,30,400,4.175498,65.370914,0.254200,0.267386
1,0.000000,2,30,200,1.095928,15.837949,0.887200,0.876110
1,0.000000,2,30,400,3.454150,48.230349,0.231600,0.242880
