KCIT,200,127,5,1,0.2276
SDCIT,200,127,10,1,0.268
KCIT,200,127,10,1,0.2564
SDCIT,200,127,20,1,0.364
KCIT,200,127,20,1,0.3008
SDCIT,200,17,0.05,1,0.842
KCIT,200,17,0.05,1,0.3208
SDCIT,200,17,0.1,1,0.858
KCIT,200,17,0.1,1,0.3456
SDCIT,200,17,0.2,1,0.886
KCIT,200,17,0.2,1,0.3442
SDCIT,200,17,0.5,1,0.874
KCIT,200,17,0.5,1,0.5024
SDCIT,200,17,1,1,0.822
KCIT,200,17,1,1,0.5736
SDCIT,200,17,2,1,0.808
KCIT,200,17,2,1,0.6718
SDCIT,200,17,5,1,0.884
KCIT,200,17,5,1,0.7624
SDCIT,200,17,10,1,0.8
KCIT,200,17,10,1,0.5654
SDCIT,200,17,20,1,0.604
KCIT,200,17,20,1,0.394
SDCIT,200,165,0.05,1,0.748
KCIT,200,165,0.05,1,0.783
SDCIT,200,165,0.1,1,0.758
KCIT,200,165,0.1,1,0.7882
SDCIT,200,165,0.2,1,0.736
KCIT,200,165,0.2,1,0.8686
SDCIT,200,165,0.5,1,0.618
KCIT,200,165,0.5,1,0.8874
SDCIT,200,165,1,1,0.566
KCIT,200,165,1,1,0.8368
SDCIT,200,165,2,1,0.542
KCIT,200,165,2,1,0.7898
SDCIT,200,165,5,1,0.51
KCIT,200,165,5,1,0.4798
SDCIT,200,165,10,1,0.604
KCIT,200,165,10,1,0.3466
SDCIT,200,165,20,1,0.604
KCIT,200,165,20,1,0.2518
SDCIT,400,297,0.05,1,0.862
KCIT,400,297,0.05,1,0.3634
SDCIT,400,297,0.1,1,0.878
KCIT,400,297,0.1,1,0.3688
SDCIT,400,297,0.2,1,0.818
KCIT,400,297,0.2,1,0.399
SDCIT,400,297,0.5,1,0.706
KCIT,400,297,0.5,1,0.4768
SDCIT,400,297,1,1,0.566
KCIT,400,297,1,1,0.5554
SDCIT,400,297,2,1,0.366
KCIT,400,297,2,1,0.5252
SDCIT,400,297,5,1,0.158
KCIT,400,297,5,1,0.3368
SDCIT,400,297,10,1,0.168
KCIT,400,297,10,1,0.2884
SDCIT,400,297,20,1,0.24
KCIT,400,297,20,1,0.2682
SDCIT,400,219,0.05,1,0.37
KCIT,400,219,0.05,1,0.7562
SDCIT,400,219,0.1,1,0.382
KCIT,400,219,0.1,1,0.7698
SDCIT,400,219,0.2,1,0.374
KCIT,400,219,0.2,1,0.763
SDCIT,400,219,0.5,1,0.344
KCIT,400,219,0.5,1,0.8408
SDCIT,400,219,1,1,0.29
KCIT,400,219,1,1,0.7814
SDCIT,400,219,2,1,0.218
KCIT,400,219,2,1,0.6472
SDCIT,400,219,5,1,0.184
KCIT,400,219,5,1,0.3818
SDCIT,400,219,10,1,0.136
KCIT,400,219,10,1,0.2264
SDCIT,400,219,20,1,0.246
KCIT,400,219,20,1,0.2856
SDCIT,200,229,0.05,1,0.11
KCIT,200,229,0.05,1,0.644
SDCIT,200,229,0.1,1,0.092
KCIT,200,229,0.1,1,0.6318
SDCIT,200,229,0.2,1,0.074
KCIT,200,229,0.2,1,0.6132
SDCIT,200,229,0.5,1,0.054
KCIT,200,229,0.5,1,0.5462
SDCIT,200,229,1,1,0.088
KCIT,200,229,1,1,0.4504
SDCIT,200,229,2,1,0.22
KCIT,200,229,2,1,0.492
SDCIT,200,229,5,1,0.702
KCIT,200,229,5,1,0.467
SDCIT,200,229,10,1,0.876
KCIT,200,229,10,1,0.373
SDCIT,200,229,20,1,0.892
KCIT,200,229,20,1,0.4178
SDCIT,400,285,0.05,1,0.684
KCIT,400,285,0.05,1,0.5832
SDCIT,400,285,0.1,1,0.692
KCIT,400,285,0.1,1,0.6014
SDCIT,400,285,0.2,1,0.658
KCIT,400,285,0.2,1,0.637
SDCIT,400,285,0.5,1,0.718
KCIT,400,285,0.5,1,0.6354
SDCIT,400,285,1,1,0.762
KCIT,400,285,1,1,0.4786
SDCIT,400,285,2,1,0.816
KCIT,400,285,2,1,0.277
SDCIT,400,285,5,1,0.858
KCIT,400,285,5,1,0.2284
SDCIT,400,285,10,1,0.698
KCIT,400,285,10,1,0.2472
SDCIT,400,285,20,1,0.518
KCIT,400,285,20,1,0.263
SDCIT,200,244,0.05,1,0.396
KCIT,200,244,0.05,1,0.2134
SDCIT,200,244,0.1,1,0.388
KCIT,200,244,0.1,1,0.243
SDCIT,200,244,0.2,1,0.37
