0,0,0,200,2.101325,223.862885,0.000000,0.000000
0,0,0,400,2.767156,1030.259627,0.000000,0.000000
1,0,0,200,1.483395,8.241900,0.477600,0.497439
1,0,0,400,3.682102,27.434322,0.057600,0.054033
0,0,1,200,1.863408,93.881058,0.000600,0.000432
0,0,1,400,4.252301,454.579563,0.000000,0.000000
1,0,1,200,1.521243,11.067691,0.566800,0.584693
1,0,1,400,2.579047,46.115855,0.051200,0.052939
0,0,2,200,1.585194,257.627497,0.000000,0.000000
0,0,2,400,4.109941,833.749042,0.000000,0.000000
1,0,2,200,1.199556,6.479579,0.360800,0.381988
1,0,2,400,2.366848,13.072023,0.741000,0.730538
0,0,3,200,1.298619,109.403953,0.000400,0.000024
0,0,3,400,2.807626,419.508384,0.000000,0.000000
1,0,3,200,1.040400,16.758941,0.255600,0.282824
1,0,3,400,3.875247,39.434447,0.171400,0.190838
0,0,4,200,0.880935,162.713670,0.000000,0.000000
0,0,4,400,3.384588,544.453396,0.000000,0.000000
1,0,4,200,1.087965,4.965483,0.902800,0.861993
1,0,4,400,3.103409,37.077889,0.371200,0.411738
0,0,5,200,1.040223,103.447783,0.000000,0.000003
0,0,5,400,2.481752,543.296823,0.000000,0.000000
1,0,5,200,1.061954,10.626143,0.634800,0.644826
1,0,5,400,3.917174,21.876652,0.698400,0.691641
0,0,6,200,1.380383,127.023423,0.000000,0.000003
0,0,6,400,2.375494,572.891671,0.000000,0.000000
1,0,6,200,1.452156,24.814138,0.198600,0.214850
1,0,6,400,2.646227,6.068522,0.476600,0.498127
0,0,7,200,1.789718,194.529371,0.000000,0.000000
0,0,7,400,5.664946,733.226220,0.000000,0.000000
1,0,7,200,1.730436,16.014140,0.135600,0.138280
1,0,7,400,2.500416,12.069216,0.581400,0.593372
0,0,8,200,1.071578,171.696544,0.000000,0.000000
0,0,8,400,3.369810,773.919614,0.000000,0.000000
1,0,8,200,0.937350,22.044466,0.030200,0.022440
1,0,8,400,3.549696,12.237314,0.725800,0.723718
0,0,9,200,1.450803,307.671986,0.000000,0.000000
0,0,9,400,3.996445,905.857945,0.000000,0.000000
1,0,9,200,1.125644,4.011414,0.047400,0.049450
1,0,9,400,3.098085,15.221801,0.599000,0.602030
0,0,10,200,0.979263,363.532466,0.000000,0.000000
0,0,10,400,3.559394,536.127477,0.000000,0.000000
1,0,10,200,0.805286,15.259828,0.099400,0.102048
1,0,10,400,5.147853,25.659209,0.446400,0.479641
0,0,11,200,1.986877,346.781920,0.000000,0.000000
0,0,11,400,2.706915,985.288774,0.000000,0.000000
1,0,11,200,1.287858,3.904735,0.154000,0.176316
1,0,11,400,2.506368,16.637854,0.150600,0.149388
0,0,12,200,1.076090,176.617294,0.000000,0.000000
0,0,12,400,3.933025,840.226779,0.000000,0.000000
1,0,12,200,1.192520,11.181850,0.759600,0.751776
1,0,12,400,3.808622,24.514055,0.413600,0.440586
0,0,13,200,1.522021,104.256730,0.000000,0.000046
0,0,13,400,3.685319,472.782651,0.000000,0.000000
1,0,13,200,1.398497,14.626653,0.503400,0.516350
